record_id,company_name,industry,country,company_size,month,year,layoffs_count,layoff_percentage,reason_for_layoffs
T6644,Spotify,AI,India,Big Tech,Aug,2025,608,0.2,Market Slowdown
T6645,Intel,E-Commerce,Germany,Startup,Feb,2025,15240,27.8,Cost Cutting
T6646,Intel,Social Media,USA,Enterprise,Jul,2026,3249,6.9,AI Automation
T6647,Uber,Cybersecurity,UK,Enterprise,Apr,2024,2233,2.2,Cost Cutting
T6648,Apple,Cybersecurity,Canada,Big Tech,May,2024,4551,12.2,Market Slowdown
T6649,Palantir,Social Media,Singapore,Enterprise,Oct,2025,18829,33.7,Restructuring
T6650,Oracle,Cloud,Canada,Enterprise,Dec,2026,3875,30.8,Overhiring Correction
T6651,Apple,Cloud,UK,Enterprise,Dec,2025,2290,2.6,Cost Cutting
T6652,Oracle,E-Commerce,India,Big Tech,Aug,2024,308,0.7,Restructuring
T6653,Intel,Gaming,India,Enterprise,Jun,2024,18418,39.3,Overhiring Correction
T6654,Spotify,FinTech,USA,Big Tech,Sep,2026,7161,22.2,Cost Cutting
T6655,Databricks,FinTech,Canada,Big Tech,Oct,2026,1977,2.0,Restructuring
T6656,Apple,Cybersecurity,UK,Enterprise,Feb,2025,7665,37.8,Overhiring Correction
T6657,Uber,Social Media,Canada,Enterprise,May,2026,703,2.0,AI Automation
T6658,Spotify,Cloud,USA,Enterprise,Dec,2024,6147,6.2,Overhiring Correction
T6659,NVIDIA,E-Commerce,Germany,Mid-size,Sep,2025,2507,7.1,Restructuring
T6660,Spotify,AI,UK,Startup,Dec,2026,3568,13.8,Restructuring
T6661,SAP,Gaming,USA,Mid-size,Aug,2025,458,4.6,Restructuring
T6662,Airbnb,AI,Germany,Big Tech,Jun,2024,6052,29.6,AI Automation
T6663,Stripe,AI,Germany,Enterprise,Jan,2025,2082,1.0,Cost Cutting
T6664,Airbnb,FinTech,Germany,Startup,May,2024,792,14.1,AI Automation
T6665,OpenAI,AI,Canada,Mid-size,Mar,2024,3728,35.2,Overhiring Correction
T6666,Apple,Gaming,UK,Startup,Oct,2024,4249,35.6,AI Automation
T6667,Netflix,Cybersecurity,Singapore,Enterprise,Dec,2024,1291,6.1,Market Slowdown
T6668,SAP,FinTech,Singapore,Big Tech,Dec,2025,1808,0.9,Market Slowdown
T6669,Salesforce,Cloud,India,Big Tech,Dec,2026,15310,23.0,AI Automation
T6670,Spotify,Cybersecurity,Germany,Enterprise,Jun,2025,2657,7.9,Overhiring Correction
T6671,Adobe,FinTech,India,Big Tech,Apr,2024,2149,5.9,Overhiring Correction
T6672,Palantir,FinTech,Singapore,Big Tech,Oct,2024,1547,2.1,Cost Cutting
T6673,Adobe,Cybersecurity,India,Startup,May,2024,18357,36.0,Cost Cutting
T6674,Meta,AI,Germany,Startup,Nov,2026,3659,8.7,Market Slowdown
T6675,Stripe,AI,India,Enterprise,May,2024,12785,28.9,Restructuring
T6676,OpenAI,Social Media,Singapore,Mid-size,Dec,2026,1078,5.6,Cost Cutting
T6677,Meta,Gaming,Singapore,Big Tech,Feb,2026,1348,10.0,Overhiring Correction
T6678,Netflix,AI,Germany,Startup,Oct,2024,5672,11.4,Cost Cutting
T6679,Amazon,Cybersecurity,Germany,Big Tech,Nov,2024,19037,15.5,AI Automation
T6680,Palantir,Gaming,USA,Mid-size,Jul,2026,437,4.8,Restructuring
T6681,Google,Gaming,Singapore,Mid-size,Aug,2026,7076,29.4,Market Slowdown
T6682,Airbnb,Gaming,UK,Big Tech,Nov,2024,6109,5.1,AI Automation
T6683,Databricks,Social Media,Singapore,Mid-size,Aug,2026,3325,4.8,Cost Cutting
T6684,Anthropic,E-Commerce,India,Big Tech,Jan,2026,264,6.6,Cost Cutting
T6685,Airbnb,Cybersecurity,Singapore,Enterprise,Jan,2024,7386,29.1,AI Automation
T6686,OpenAI,Social Media,UK,Startup,Jan,2026,5235,16.6,AI Automation
T6687,Databricks,Social Media,USA,Mid-size,Aug,2024,15482,8.9,Overhiring Correction
T6688,NVIDIA,Cybersecurity,India,Enterprise,Jan,2025,2021,8.1,Restructuring
T6689,Airbnb,Cloud,India,Mid-size,Jun,2024,1984,13.5,Market Slowdown
T6690,Palantir,Social Media,USA,Mid-size,Oct,2025,15146,8.8,Restructuring
T6691,Anthropic,Cybersecurity,Canada,Mid-size,Sep,2025,711,1.8,Market Slowdown
T6692,Netflix,AI,USA,Startup,Nov,2026,14667,31.4,Market Slowdown
T6693,Adobe,FinTech,UK,Enterprise,Jan,2025,1392,2.0,Market Slowdown
T6694,Meta,FinTech,USA,Big Tech,Nov,2024,2255,6.3,Cost Cutting
T6695,Microsoft,Social Media,Singapore,Big Tech,Oct,2026,6198,1.8,AI Automation
T6696,Apple,FinTech,UK,Mid-size,Jan,2024,19463,9.3,Cost Cutting
T6697,Google,Social Media,UK,Startup,Apr,2026,15523,24.0,Restructuring
T6698,Apple,Cybersecurity,USA,Startup,Mar,2026,1134,1.0,Market Slowdown
T6699,SAP,FinTech,UK,Startup,Apr,2025,1964,2.0,AI Automation
T6700,Meta,E-Commerce,Canada,Big Tech,Apr,2026,9499,17.1,AI Automation
T6701,Netflix,Cloud,UK,Startup,Jul,2025,1682,17.3,Overhiring Correction
T6702,Databricks,Cybersecurity,India,Startup,May,2025,1367,4.7,Cost Cutting
T6703,Microsoft,Gaming,India,Mid-size,Oct,2026,2485,11.2,Market Slowdown
T6704,Palantir,Cloud,Singapore,Enterprise,Jul,2024,6130,15.1,AI Automation
T6705,Stripe,Cloud,Canada,Enterprise,Oct,2026,11091,17.4,Overhiring Correction
T6706,Adobe,Gaming,UK,Startup,Jun,2024,564,12.6,Restructuring
T6707,Oracle,Gaming,India,Big Tech,Jun,2025,11838,8.5,Market Slowdown
T6708,Anthropic,FinTech,Canada,Big Tech,Jul,2025,4053,18.0,Overhiring Correction
T6709,Intel,Social Media,UK,Big Tech,Jun,2024,6928,11.1,Overhiring Correction
T6710,Oracle,Gaming,UK,Startup,Oct,2026,6020,8.1,Overhiring Correction
T6711,Oracle,FinTech,UK,Startup,Oct,2026,939,0.7,AI Automation
T6712,Salesforce,Cybersecurity,India,Enterprise,Jan,2025,4181,9.5,Cost Cutting
T6713,Oracle,FinTech,Germany,Big Tech,Jan,2026,17829,24.1,Overhiring Correction
T6714,Meta,Gaming,UK,Big Tech,Dec,2026,115,10.3,Restructuring
T6715,Airbnb,Cybersecurity,Singapore,Mid-size,Jan,2026,13871,27.1,Market Slowdown
T6716,Microsoft,E-Commerce,India,Big Tech,Nov,2026,6848,10.2,Cost Cutting
T6717,Google,Social Media,Canada,Mid-size,Mar,2024,1820,1.4,Cost Cutting
T6718,Airbnb,Cybersecurity,USA,Mid-size,May,2026,15451,12.9,Restructuring
T6719,Apple,E-Commerce,Germany,Mid-size,May,2026,1313,8.7,Restructuring
T6720,Spotify,Cybersecurity,Germany,Startup,Mar,2026,6565,13.8,Overhiring Correction
T6721,Salesforce,FinTech,UK,Mid-size,Apr,2026,18864,37.3,Cost Cutting
T6722,Salesforce,Cybersecurity,Singapore,Enterprise,Jul,2026,13421,39.0,Market Slowdown
T6723,Airbnb,FinTech,Singapore,Enterprise,Sep,2026,476,9.7,Restructuring
T6724,Salesforce,AI,India,Startup,Feb,2026,11450,28.7,AI Automation
T6725,OpenAI,Social Media,UK,Big Tech,Feb,2024,1909,1.3,Market Slowdown
T6726,Databricks,E-Commerce,India,Mid-size,Oct,2026,5418,7.8,Overhiring Correction
T6727,Microsoft,Gaming,USA,Enterprise,May,2026,5324,37.2,Market Slowdown
T6728,Databricks,Gaming,Germany,Startup,Nov,2025,6594,12.1,AI Automation
T6729,Google,Gaming,Singapore,Enterprise,Jun,2026,10716,32.0,Cost Cutting
T6730,Spotify,Social Media,UK,Enterprise,Mar,2024,9122,31.8,AI Automation
T6731,Adobe,Cloud,USA,Enterprise,Sep,2026,781,0.3,Restructuring
T6732,Salesforce,FinTech,Canada,Startup,Mar,2025,3892,7.2,Market Slowdown
T6733,Meta,Social Media,UK,Enterprise,Feb,2026,1461,3.5,AI Automation
T6734,Stripe,Cloud,Germany,Enterprise,Jan,2025,1842,9.4,Overhiring Correction
T6735,NVIDIA,Social Media,USA,Big Tech,Oct,2025,2234,7.1,AI Automation
T6736,Uber,Gaming,UK,Startup,Sep,2024,1789,8.9,Restructuring
T6737,Databricks,FinTech,UK,Enterprise,Aug,2025,19223,30.1,AI Automation
T6738,Oracle,Cybersecurity,Canada,Mid-size,Oct,2026,1166,6.7,AI Automation
T6739,Intel,E-Commerce,Canada,Enterprise,Jul,2024,2117,22.3,Overhiring Correction
T6740,Netflix,E-Commerce,Germany,Startup,Mar,2026,2190,3.9,Cost Cutting
T6741,Intel,Gaming,USA,Mid-size,Jun,2026,2465,5.5,Restructuring
T6742,Stripe,AI,UK,Big Tech,Oct,2025,956,0.4,Cost Cutting
T6743,Palantir,FinTech,Singapore,Big Tech,Aug,2025,1066,3.2,Overhiring Correction
T6744,Anthropic,Social Media,Singapore,Enterprise,Apr,2026,12597,26.1,Overhiring Correction
T6745,OpenAI,Social Media,Canada,Big Tech,Sep,2026,2061,0.2,AI Automation
T6746,Amazon,AI,Singapore,Mid-size,Oct,2025,2395,8.2,Cost Cutting
T6747,Uber,Cloud,USA,Enterprise,May,2024,2149,7.8,Restructuring
T6748,Google,Social Media,Germany,Startup,Sep,2025,545,5.9,Overhiring Correction
T6749,Oracle,Cloud,India,Big Tech,Sep,2026,1437,14.4,AI Automation
T6750,Uber,Social Media,India,Mid-size,Sep,2024,16614,9.8,Cost Cutting
T6751,Meta,FinTech,UK,Enterprise,Jun,2024,18669,36.0,Overhiring Correction
T6752,OpenAI,Cybersecurity,Canada,Startup,Oct,2025,3412,8.9,Restructuring
T6753,Microsoft,Gaming,USA,Enterprise,Oct,2026,95,6.6,AI Automation
T6754,Google,Social Media,Singapore,Mid-size,Mar,2024,17179,22.5,Market Slowdown
T6755,Microsoft,E-Commerce,USA,Startup,Nov,2024,7812,26.3,Cost Cutting
T6756,OpenAI,E-Commerce,Singapore,Enterprise,Jan,2024,1100,4.3,AI Automation
T6757,Salesforce,Social Media,Singapore,Big Tech,Jun,2026,17913,32.9,AI Automation
T6758,OpenAI,Cloud,India,Mid-size,Apr,2025,5068,1.6,Overhiring Correction
T6759,Netflix,Gaming,India,Startup,Mar,2026,462,2.8,Restructuring
T6760,Databricks,E-Commerce,Canada,Enterprise,Mar,2024,2007,11.7,AI Automation
T6761,NVIDIA,E-Commerce,USA,Startup,Jan,2026,4584,14.8,Cost Cutting
T6762,Microsoft,Gaming,India,Enterprise,Nov,2025,2422,7.6,Restructuring
T6763,Adobe,Social Media,Singapore,Enterprise,Jul,2024,5506,10.6,Overhiring Correction
T6764,Apple,AI,Singapore,Mid-size,Jan,2026,4122,26.1,AI Automation
T6765,Microsoft,Cloud,UK,Enterprise,Sep,2026,13749,32.4,Overhiring Correction
T6766,Salesforce,AI,Canada,Mid-size,Sep,2025,14583,13.6,Overhiring Correction
T6767,Stripe,Cybersecurity,UK,Enterprise,Dec,2026,2936,2.8,Restructuring
T6768,Apple,FinTech,UK,Big Tech,May,2025,1097,3.4,Market Slowdown
T6769,Adobe,Cloud,Singapore,Startup,Jul,2024,945,16.6,Overhiring Correction
T6770,Spotify,Cybersecurity,USA,Enterprise,Feb,2025,4138,16.0,Market Slowdown
T6771,Spotify,FinTech,Germany,Enterprise,Sep,2024,3495,7.0,Market Slowdown
T6772,Salesforce,Cloud,UK,Mid-size,May,2025,16709,26.2,Market Slowdown
T6773,Google,Cybersecurity,Canada,Mid-size,Apr,2024,1572,5.4,Restructuring
T6774,Palantir,FinTech,India,Startup,Apr,2025,1393,6.8,Overhiring Correction
T6775,Databricks,E-Commerce,UK,Enterprise,Oct,2024,1227,23.3,Restructuring
T6776,OpenAI,E-Commerce,India,Big Tech,Jun,2025,8081,11.9,Cost Cutting
T6777,Netflix,FinTech,USA,Mid-size,Dec,2024,452,13.6,Overhiring Correction
T6778,Uber,FinTech,USA,Mid-size,Mar,2024,6113,8.8,Cost Cutting
T6779,SAP,Cloud,USA,Big Tech,Oct,2025,1151,14.3,Market Slowdown
T6780,Uber,Gaming,Germany,Startup,Jul,2024,9929,16.0,Cost Cutting
T6781,Airbnb,Cybersecurity,Canada,Big Tech,Apr,2025,4420,3.9,Cost Cutting
T6782,Microsoft,AI,Canada,Enterprise,Nov,2025,19073,35.9,Market Slowdown
T6783,Intel,Social Media,Canada,Mid-size,Mar,2024,3293,16.9,Overhiring Correction
T6784,Databricks,FinTech,UK,Startup,Sep,2026,19526,36.7,Market Slowdown
T6785,Anthropic,Cybersecurity,Singapore,Startup,Feb,2026,4231,36.0,Overhiring Correction
T6786,Spotify,Cloud,Canada,Startup,May,2024,4204,14.4,AI Automation
T6787,Oracle,FinTech,India,Mid-size,Jun,2024,8870,13.2,Market Slowdown
T6788,Uber,Cloud,UK,Big Tech,Oct,2025,1366,11.8,Cost Cutting
T6789,Google,FinTech,USA,Mid-size,Mar,2025,940,7.1,Cost Cutting
T6790,Meta,Gaming,USA,Startup,Apr,2024,5911,33.0,Restructuring
T6791,Uber,Cloud,India,Enterprise,Jan,2026,14179,32.1,Overhiring Correction
T6792,OpenAI,Gaming,India,Enterprise,Sep,2024,982,13.5,Overhiring Correction
T6793,Google,E-Commerce,USA,Mid-size,Jun,2025,1878,8.0,Overhiring Correction
T6794,Palantir,Cybersecurity,Germany,Startup,May,2024,1932,9.8,Overhiring Correction
T6795,Anthropic,Gaming,Singapore,Mid-size,May,2025,557,6.4,Overhiring Correction
T6796,Intel,Cloud,USA,Big Tech,Jun,2024,1594,9.0,Overhiring Correction
T6797,Uber,AI,USA,Big Tech,Feb,2025,3217,17.1,Restructuring
T6798,Intel,Gaming,USA,Startup,Jan,2025,17369,38.0,Market Slowdown
T6799,Adobe,AI,India,Big Tech,Jan,2024,862,7.5,Cost Cutting
T6800,Airbnb,AI,Germany,Mid-size,Jun,2024,1363,11.4,AI Automation
T6801,Meta,AI,India,Big Tech,Aug,2025,4449,11.9,Cost Cutting
T6802,Stripe,Gaming,Germany,Mid-size,Aug,2026,8599,33.0,AI Automation
T6803,Palantir,FinTech,UK,Startup,Jan,2024,722,5.3,AI Automation
T6804,Netflix,Cybersecurity,USA,Mid-size,Apr,2025,1248,8.1,Cost Cutting
T6805,Salesforce,Gaming,USA,Startup,Dec,2024,1824,4.3,AI Automation
T6806,Meta,Cloud,Germany,Mid-size,Jan,2025,974,9.3,AI Automation
T6807,NVIDIA,Gaming,Germany,Enterprise,Nov,2025,3415,37.2,Cost Cutting
T6808,Apple,Cybersecurity,India,Enterprise,Jun,2026,2817,1.1,Market Slowdown
T6809,OpenAI,E-Commerce,India,Startup,May,2025,1993,4.0,Market Slowdown
T6810,Databricks,Gaming,USA,Mid-size,Apr,2025,3267,16.2,Market Slowdown
T6811,Netflix,Gaming,India,Big Tech,Jul,2025,1637,9.9,Restructuring
T6812,NVIDIA,Social Media,India,Mid-size,Jul,2024,6404,10.5,Restructuring
T6813,Adobe,Social Media,Germany,Startup,Jun,2024,2165,17.6,Cost Cutting
T6814,Adobe,Social Media,India,Startup,May,2024,6053,15.5,Market Slowdown
T6815,Adobe,Cybersecurity,Germany,Startup,Apr,2025,612,16.0,AI Automation
T6816,Databricks,Gaming,Singapore,Big Tech,May,2026,1214,8.9,Overhiring Correction
T6817,OpenAI,Cloud,USA,Startup,Feb,2025,6810,17.7,Restructuring
T6818,Salesforce,Cloud,Canada,Enterprise,Feb,2026,1483,1.5,Market Slowdown
T6819,Spotify,Gaming,India,Enterprise,Jun,2024,2414,7.3,Market Slowdown
T6820,Uber,Gaming,Singapore,Big Tech,Dec,2026,18252,26.3,Restructuring
T6821,Palantir,AI,Canada,Mid-size,Jun,2026,5116,5.2,Cost Cutting
T6822,Oracle,FinTech,UK,Enterprise,Jun,2026,3812,26.2,Restructuring
T6823,Stripe,Cybersecurity,Singapore,Big Tech,Jun,2026,6999,3.5,Market Slowdown
T6824,Netflix,Social Media,Canada,Startup,Apr,2025,19775,34.6,Overhiring Correction
T6825,Netflix,Gaming,Germany,Enterprise,Oct,2025,5047,14.5,Overhiring Correction
T6826,Salesforce,AI,Singapore,Big Tech,Aug,2024,5066,21.5,Market Slowdown
T6827,Airbnb,AI,Canada,Startup,Sep,2025,3321,11.1,Restructuring
T6828,Anthropic,Social Media,Canada,Enterprise,Feb,2026,3964,7.6,Cost Cutting
T6829,Netflix,Gaming,UK,Big Tech,Nov,2026,1914,7.2,Overhiring Correction
T6830,Databricks,Cybersecurity,India,Big Tech,Apr,2025,735,9.3,AI Automation
T6831,Google,AI,Singapore,Mid-size,Oct,2026,6599,36.2,Restructuring
T6832,Uber,FinTech,USA,Big Tech,Jan,2025,2721,16.1,Cost Cutting
T6833,Netflix,AI,Canada,Mid-size,Apr,2026,5377,12.2,AI Automation
T6834,Amazon,FinTech,UK,Big Tech,Oct,2025,4363,9.0,Cost Cutting
T6835,Stripe,Gaming,Singapore,Enterprise,Apr,2025,2096,1.5,Restructuring
T6836,Salesforce,Cybersecurity,USA,Big Tech,Mar,2026,19696,23.0,Overhiring Correction
T6837,Stripe,FinTech,USA,Startup,Feb,2024,1244,4.1,AI Automation
T6838,Airbnb,Social Media,Germany,Startup,Feb,2026,14803,10.8,Market Slowdown
T6839,Oracle,Gaming,Germany,Startup,Aug,2026,1601,15.5,Cost Cutting
T6840,OpenAI,Cloud,Singapore,Startup,Aug,2025,2431,15.6,Overhiring Correction
T6841,Netflix,E-Commerce,UK,Big Tech,Jan,2024,650,4.8,Restructuring
T6842,Databricks,Social Media,Germany,Big Tech,Jan,2026,503,17.5,Restructuring
T6843,Meta,AI,Canada,Mid-size,Nov,2026,1499,8.4,Restructuring
T6844,NVIDIA,Social Media,USA,Startup,Jan,2026,216,9.4,Market Slowdown
T6845,Airbnb,Gaming,Germany,Startup,Jan,2024,2195,4.2,AI Automation
T6846,Google,Cloud,India,Mid-size,Mar,2026,5751,15.2,Restructuring
T6847,Palantir,Gaming,India,Startup,Dec,2024,210,12.9,AI Automation
T6848,Amazon,Gaming,Canada,Startup,Oct,2024,11019,34.2,Market Slowdown
T6849,Stripe,AI,USA,Big Tech,Oct,2026,2828,14.6,Restructuring
T6850,Amazon,AI,USA,Enterprise,Feb,2024,15664,19.4,Restructuring
T6851,Airbnb,Gaming,India,Mid-size,Jun,2024,8669,38.8,Overhiring Correction
T6852,NVIDIA,FinTech,India,Enterprise,Feb,2025,15907,33.0,Restructuring
T6853,Apple,AI,USA,Big Tech,Jun,2025,1600,2.5,Market Slowdown
T6854,Databricks,E-Commerce,UK,Enterprise,Dec,2025,1094,8.9,Cost Cutting
T6855,Amazon,Gaming,Canada,Mid-size,Nov,2026,3340,16.0,AI Automation
T6856,Salesforce,Social Media,Germany,Enterprise,Jan,2024,9529,38.3,Market Slowdown
T6857,Apple,FinTech,Singapore,Mid-size,Apr,2025,1952,17.8,Cost Cutting
T6858,Airbnb,AI,Singapore,Big Tech,May,2026,19154,25.5,Restructuring
T6859,OpenAI,AI,Singapore,Mid-size,Mar,2024,152,0.2,Restructuring
T6860,Amazon,Social Media,India,Mid-size,Feb,2026,2035,9.1,Restructuring
T6861,SAP,E-Commerce,Singapore,Big Tech,Sep,2024,5690,1.5,Cost Cutting
T6862,Anthropic,Social Media,Germany,Startup,Oct,2024,6576,7.2,AI Automation
T6863,Adobe,Cybersecurity,Germany,Mid-size,Jul,2025,1890,2.5,Restructuring
T6864,Oracle,Cloud,Canada,Big Tech,Dec,2026,361,1.8,Restructuring
T6865,Adobe,Gaming,Canada,Startup,May,2026,14803,32.0,Restructuring
T6866,Microsoft,E-Commerce,UK,Enterprise,Nov,2026,4271,5.3,Market Slowdown
T6867,Adobe,E-Commerce,UK,Big Tech,Apr,2026,3343,8.9,Restructuring
T6868,Microsoft,FinTech,India,Enterprise,Sep,2026,2371,2.8,Overhiring Correction
T6869,Uber,Social Media,India,Big Tech,Mar,2025,2342,9.3,Restructuring
T6870,Oracle,FinTech,UK,Enterprise,May,2026,2440,1.1,Market Slowdown
T6871,Oracle,Social Media,UK,Enterprise,Nov,2024,8587,9.1,Cost Cutting
T6872,Google,Social Media,USA,Mid-size,May,2024,5556,27.3,Restructuring
T6873,Oracle,FinTech,Canada,Enterprise,Sep,2026,4250,15.3,Cost Cutting
T6874,Uber,Cloud,India,Enterprise,Apr,2025,2101,12.0,Restructuring
T6875,Oracle,Cybersecurity,India,Mid-size,Jun,2025,17626,14.7,Market Slowdown
T6876,Adobe,Cybersecurity,Singapore,Mid-size,Apr,2026,11350,26.7,Overhiring Correction
T6877,Palantir,AI,USA,Mid-size,Nov,2025,1574,0.2,AI Automation
T6878,Databricks,AI,UK,Big Tech,Feb,2025,6949,5.0,AI Automation
T6879,Microsoft,AI,UK,Startup,Mar,2024,14907,39.1,AI Automation
T6880,Intel,Cloud,Canada,Enterprise,Feb,2025,478,0.9,Overhiring Correction
T6881,SAP,Social Media,Germany,Enterprise,Jul,2024,1940,5.8,Overhiring Correction
T6882,SAP,Social Media,UK,Startup,Dec,2026,1103,14.1,Cost Cutting
T6883,Microsoft,Gaming,UK,Startup,Jan,2024,2422,9.2,Overhiring Correction
T6884,Spotify,FinTech,India,Startup,Aug,2025,1136,3.8,Cost Cutting
T6885,Apple,Gaming,USA,Big Tech,Oct,2025,488,3.9,Cost Cutting
T6886,SAP,Social Media,Germany,Mid-size,Nov,2026,19232,22.3,Cost Cutting
T6887,NVIDIA,Gaming,India,Mid-size,Jul,2026,5931,13.6,Cost Cutting
T6888,Microsoft,AI,UK,Mid-size,Aug,2025,2385,5.3,Cost Cutting
T6889,Databricks,Cybersecurity,Germany,Startup,May,2024,5712,4.4,Restructuring
T6890,Adobe,Cloud,Canada,Mid-size,Nov,2025,375,6.1,Restructuring
T6891,Microsoft,FinTech,India,Mid-size,Jul,2025,13988,27.8,Market Slowdown
T6892,Apple,Social Media,Canada,Enterprise,Jun,2026,4333,6.7,Market Slowdown
T6893,OpenAI,FinTech,India,Enterprise,Mar,2026,5839,16.3,Overhiring Correction
T6894,OpenAI,Gaming,India,Enterprise,Oct,2026,3846,4.9,Overhiring Correction
T6895,Palantir,Cloud,India,Enterprise,Dec,2025,331,2.8,AI Automation
T6896,Spotify,Cloud,USA,Startup,May,2026,812,1.6,Overhiring Correction
T6897,Databricks,E-Commerce,USA,Startup,Sep,2025,2912,10.6,Market Slowdown
T6898,Intel,Cloud,Canada,Startup,Aug,2026,19121,26.6,Overhiring Correction
T6899,Palantir,E-Commerce,Germany,Mid-size,Oct,2024,8184,39.0,Cost Cutting
T6900,Airbnb,Cybersecurity,UK,Mid-size,Jan,2026,3450,28.0,Cost Cutting
T6901,Intel,Social Media,UK,Mid-size,Nov,2024,2794,32.1,Market Slowdown
T6902,NVIDIA,Social Media,India,Big Tech,Feb,2024,3409,2.8,Market Slowdown
T6903,Netflix,FinTech,UK,Big Tech,Apr,2024,1387,4.8,AI Automation
T6904,Amazon,E-Commerce,UK,Startup,Nov,2024,2595,18.0,Market Slowdown
T6905,Palantir,Cloud,Germany,Mid-size,Feb,2025,1460,2.4,AI Automation
T6906,Salesforce,E-Commerce,Canada,Enterprise,Sep,2025,1257,2.0,Overhiring Correction
T6907,OpenAI,AI,Germany,Startup,Nov,2026,950,5.2,Cost Cutting
T6908,Intel,Social Media,Singapore,Startup,May,2026,365,2.4,Cost Cutting
T6909,Salesforce,E-Commerce,India,Big Tech,May,2024,2144,0.2,Cost Cutting
T6910,Microsoft,E-Commerce,USA,Mid-size,Sep,2025,1207,4.9,Overhiring Correction
T6911,OpenAI,Cybersecurity,UK,Mid-size,Aug,2025,19520,39.9,AI Automation
T6912,Salesforce,Cloud,Germany,Big Tech,Dec,2026,1517,0.9,Restructuring
T6913,Intel,AI,Germany,Big Tech,Nov,2026,17762,12.9,Cost Cutting
T6914,Palantir,FinTech,Singapore,Big Tech,Oct,2025,12276,32.8,Market Slowdown
T6915,Amazon,E-Commerce,UK,Mid-size,Feb,2024,829,4.3,Market Slowdown
T6916,NVIDIA,Gaming,Singapore,Enterprise,Mar,2025,3726,6.0,Cost Cutting
T6917,Microsoft,Cybersecurity,USA,Big Tech,Dec,2024,8056,10.9,Restructuring
T6918,Airbnb,Cloud,India,Enterprise,Sep,2025,3749,31.1,Cost Cutting
T6919,Apple,Cybersecurity,Singapore,Startup,Jul,2024,2198,3.3,Cost Cutting
T6920,Meta,Gaming,Germany,Mid-size,Feb,2026,15156,23.6,Market Slowdown
T6921,Anthropic,FinTech,Singapore,Enterprise,Apr,2024,6294,14.0,AI Automation
T6922,SAP,Social Media,UK,Enterprise,Dec,2025,7832,30.5,Restructuring
T6923,Adobe,AI,Singapore,Enterprise,Feb,2026,340,11.2,Cost Cutting
T6924,Microsoft,E-Commerce,India,Mid-size,Apr,2024,2232,4.3,Restructuring
T6925,Uber,AI,UK,Big Tech,Aug,2026,7595,31.1,Overhiring Correction
T6926,NVIDIA,E-Commerce,USA,Big Tech,Jun,2024,2044,1.8,Restructuring
T6927,NVIDIA,E-Commerce,Germany,Startup,Jan,2026,5196,16.2,Market Slowdown
T6928,Apple,E-Commerce,USA,Startup,Jun,2025,226,5.7,Cost Cutting
T6929,Apple,E-Commerce,UK,Big Tech,Nov,2026,4128,17.7,Market Slowdown
T6930,Amazon,Cloud,Singapore,Enterprise,Apr,2026,216,9.3,Restructuring
T6931,Anthropic,FinTech,Canada,Mid-size,Jan,2024,2564,4.8,AI Automation
T6932,Amazon,Cybersecurity,Singapore,Mid-size,Feb,2025,1812,0.6,Cost Cutting
T6933,Anthropic,Cybersecurity,USA,Mid-size,Aug,2024,18482,21.5,Overhiring Correction
T6934,Microsoft,Cybersecurity,Canada,Mid-size,Oct,2026,10710,26.2,Restructuring
T6935,Databricks,Cloud,USA,Big Tech,Feb,2026,4027,17.6,AI Automation
T6936,SAP,Social Media,UK,Big Tech,Feb,2026,5911,5.9,AI Automation
T6937,Anthropic,E-Commerce,Singapore,Big Tech,Dec,2024,5461,9.0,Cost Cutting
T6938,Oracle,Cloud,UK,Startup,Nov,2026,2419,5.6,Overhiring Correction
T6939,Airbnb,Cloud,Canada,Startup,Jun,2026,3015,13.2,AI Automation
T6940,OpenAI,E-Commerce,India,Startup,Oct,2025,1986,9.2,Market Slowdown
T6941,Stripe,Cloud,USA,Mid-size,Dec,2026,1341,2.5,Restructuring
T6942,Oracle,Gaming,India,Enterprise,Aug,2025,4734,9.6,Market Slowdown
T6943,Amazon,AI,Canada,Mid-size,Jul,2026,3187,12.5,Market Slowdown
T6944,Microsoft,E-Commerce,India,Startup,Aug,2024,6024,11.1,Market Slowdown
T6945,Spotify,Cybersecurity,Singapore,Mid-size,Sep,2024,933,17.1,Cost Cutting
T6946,Adobe,AI,India,Enterprise,Apr,2025,2174,5.4,Restructuring
T6947,Google,Social Media,Germany,Enterprise,Nov,2026,1515,20.8,Restructuring
T6948,Salesforce,E-Commerce,UK,Enterprise,May,2026,6310,17.8,Market Slowdown
T6949,Palantir,Cloud,USA,Big Tech,Feb,2024,1250,9.1,Market Slowdown
T6950,Salesforce,Cybersecurity,Canada,Big Tech,Jan,2025,6525,13.5,AI Automation
T6951,Uber,Gaming,USA,Enterprise,May,2026,1224,3.5,Restructuring
T6952,Intel,AI,Canada,Big Tech,Oct,2026,834,13.6,Restructuring
T6953,Airbnb,Cybersecurity,Germany,Enterprise,Aug,2024,1533,16.1,Cost Cutting
T6954,Adobe,AI,India,Enterprise,Nov,2026,17914,21.3,Cost Cutting
T6955,Spotify,Gaming,USA,Startup,Aug,2024,4082,1.4,Overhiring Correction
T6956,Databricks,E-Commerce,Germany,Big Tech,Mar,2026,3919,1.6,AI Automation
